Species	c14.0	c16.0	c16.1w7	c16.2w6	c16.2w4	c16.3w6	c17.0	c16.3w4	c16.3w1	c16.4w1	c18.0	c18.1w9	c18.1w7	c18.2w6	c18.2w4	c18.3w6	c18.3w4	c18.3w3	c18.3w1	c18.4w3	c18.4w1	c20.1w11	c20.1w9	c20.1w7	c20.2w6	c20.3w6	c20.4w6	c20.3w3	c20.4w3	c20.5w3	c22.1w11	c22.1w9	c22.1w7	c22.2w6	c21.5w3	c22.4w6	c22.5w6	c22.4w3	c22.5w3	c22.6w3
Lumpfish	0.03688172	0.1296774	0.06086022	5.38E-04	0.003978495	0.002795699	0.00172043	0.001397849	0	0.001290323	0.02956989	0.1423656	0.05333333	0.01451613	0.001827957	0.001182796	8.60E-04	0.003655914	8.60E-04	0.007634409	0.001182796	0.008817204	0.0744086	0.01430108	0.002580645	9.68E-04	0.004086022	8.60E-04	0.01107527	0.1432258	0.03946237	0.02043011	0.001612903	3.23E-04	0.003870968	0	0.001505376	6.45E-04	0.02301075	0.1526882
Lumpfish	0.06312292	0.1211017	0.09205873	7.50E-04	0.002572072	0.005251313	0.001821884	0.002464902	0	0.00310792	0.02239846	0.1504662	0.03793806	0.01639696	0.001500375	0.001714714	7.50E-04	0.007823384	6.43E-04	0.01875469	0.002143393	0.0130747	0.0935591	0.01650413	0.00310792	4.29E-04	0.002679241	8.57E-04	0.006966027	0.114993	0.06237274	0.02904298	0.001607545	3.22E-04	0.003965277	1.07E-04	0.001071696	5.36E-04	0.007930554	0.08809345
Mackerel	0.04567231	0.1968487	0.04418184	3.19E-04	0.006174811	0.001277547	0.006920047	9.58E-04	0	9.58E-04	0.04226552	0.1653359	0.04514	0.01256255	6.39E-04	0.002235707	6.39E-04	0.011285	0.001277547	0.01724689	3.19E-04	0.004577877	0.03609071	0.007984669	0.005003726	0.001064623	0.01117854	0.002129245	0.006920047	0.0699457	0.02874481	0.01660811	0.001809858	6.39E-04	0.002661556	0.001490472	0.005748962	7.45E-04	0.01788566	0.1765144
Mackerel	0.04483782	0.1798813	0.03741785	3.18E-04	0.005935976	0.001165995	0.006995972	7.42E-04	5.30E-04	0.001377994	0.04292983	0.1480814	0.03879584	0.01547594	6.36E-04	7.42E-04	4.24E-04	0.01473394	0.001271995	0.0238499	3.18E-04	0.003391986	0.04218783	0.01028196	0.00487598	4.24E-04	0.007631969	0.002225991	0.008267967	0.07737969	0.04526182	0.01929192	0.002013992	7.42E-04	0.002755989	0.001801993	0.00487598	8.48E-04	0.01939792	0.1798813
Mackerel	0.02910977	0.1780459	0.02095903	3.18E-04	0.00740976	0.001693659	0.005186832	8.47E-04	0	0.001481952	0.05948979	0.08351858	0.03101514	0.01037366	0.001164391	0.002117074	6.35E-04	0.004445856	0.001693659	0.00370488	0.001270245	0.005504393	0.03906002	0.004975124	0.003493172	9.53E-04	0.0256166	0.001058537	0.004340002	0.09664444	0.03990685	0.01026781	0.001164391	2.12E-04	0.002117074	0.001587806	0.008574151	5.29E-04	0.02074733	0.2887689
Mackerel	0.03195528	0.1954229	0.0410251	2.11E-04	0.00706602	6.33E-04	0.006327779	4.22E-04	5.27E-04	8.44E-04	0.04745834	0.1960557	0.05209871	0.01107361	5.27E-04	5.27E-04	5.27E-04	0.01117908	0.001687408	0.01371019	3.16E-04	0.002847501	0.02446741	0.009386205	0.004640371	5.27E-04	0.01033537	0.002214723	0.007276946	0.07561696	0.01212824	0.01982704	0.001898334	5.27E-04	0.002214723	0.001792871	0.005167686	6.33E-04	0.01929973	0.1796035
Mackerel	0.05604594	0.1781346	0.04647453	5.32E-04	0.007338084	0.002020632	0.00659364	0.001169839	0	0.001595236	0.03934914	0.1158141	0.03371264	0.01531426	7.44E-04	0.00223333	6.38E-04	0.01520791	0.001488887	0.02648091	5.32E-04	0.004573009	0.03743486	0.00553015	0.004785707	9.57E-04	0.01031586	0.002020632	0.008507923	0.08454748	0.04370945	0.01297458	0.001382537	5.32E-04	0.003084122	0.001276188	0.005849197	9.57E-04	0.01754759	0.2025949
Mackerel	0.04967626	0.1745038	0.03725719	4.25E-04	0.006050313	0.001698334	0.007536355	9.55E-04	0.001061458	0.001698334	0.04596115	0.1086933	0.03343594	0.01634646	8.49E-04	8.49E-04	6.37E-04	0.01486042	0.001486042	0.02515657	3.18E-04	0.004776563	0.0384248	0.006793334	0.004564271	5.31E-04	0.01082688	0.0025475	0.008385522	0.09181616	0.04564271	0.01358667	0.001486042	4.25E-04	0.003184375	0.001167604	0.006050313	8.49E-04	0.01815094	0.2113364
Mackerel	0.0540801	0.1765903	0.03962305	5.35E-04	0.007389163	0.001820518	0.008567145	0.001392161	0	0.001820518	0.04444206	0.1017348	0.03094881	0.01531377	8.57E-04	0.002784322	7.50E-04	0.01263654	0.00149925	0.02527308	5.35E-04	0.005354466	0.03533947	0.006532448	0.005033198	0.001285072	0.0140287	0.002355965	0.00771043	0.08406511	0.04476333	0.01327907	0.00149925	5.35E-04	0.003426858	0.00149925	0.006532448	9.64E-04	0.01788392	0.2193189
Mackerel	0.05650922	0.1727263	0.03987632	5.33E-04	0.006823755	0.001919181	0.007463482	0.001386075	0	0.00181256	0.04296833	0.1173899	0.03166649	0.01428724	8.53E-04	0.002558908	6.40E-04	0.0131144	0.001492696	0.02430963	5.33E-04	0.004797953	0.04019618	0.009809148	0.005117816	0.001172833	0.01044888	0.00181256	0.008103209	0.07943278	0.05341721	0.02398976	0.002132423	7.46E-04	0.003198635	0.001492696	0.006077407	8.53E-04	0.01855208	0.1897857
Mackerel	0.0580735	0.1655416	0.03792993	5.36E-04	0.006535948	0.00192864	0.006000214	9.64E-04	0	0.001392907	0.03835851	0.1275046	0.03675131	0.01660774	0.001071467	0.00225008	8.57E-04	0.01028608	0.00128576	0.01907211	4.29E-04	0.009857495	0.06107361	0.006321654	0.004285867	8.57E-04	0.01489339	0.002357227	0.007500268	0.08132433	0.08282439	0.01317904	0.0016072	5.36E-04	0.003000107	0.001178614	0.005250188	8.57E-04	0.01542912	0.1542912
Mackerel	0.04763417	0.176564	0.04340002	4.23E-04	0.006457076	0.001587806	0.006880491	9.53E-04	5.29E-04	0.001799513	0.04022441	0.1435376	0.03821319	0.01545464	7.41E-04	8.47E-04	3.18E-04	0.0157722	0.001376098	0.02688684	3.18E-04	0.004022441	0.04202392	0.006457076	0.004128295	5.29E-04	0.008891712	0.00201122	0.007939028	0.08023711	0.04858685	0.01238488	0.001481952	4.23E-04	0.00285805	0.001164391	0.005080978	7.41E-04	0.01661903	0.184503
Mackerel	0.04201415	0.1780851	0.03557479	3.17E-04	0.006756043	0.001583448	0.006333791	8.45E-04	5.28E-04	0.001583448	0.0432809	0.1469439	0.04159189	0.01393434	9.50E-04	7.39E-04	7.39E-04	0.01382878	0.001583448	0.01963475	4.22E-04	0.003905838	0.02955769	0.009711813	0.004433654	5.28E-04	0.01266758	0.002955769	0.008128365	0.1007073	0.02628523	0.01974031	0.001689011	5.28E-04	0.002955769	0.001161195	0.005700412	6.33E-04	0.0180513	0.1933917
Mackerel	0.04959203	0.173996	0.04111476	4.24E-04	0.005934089	0.001589488	0.006993748	8.48E-04	5.30E-04	0.001589488	0.04376391	0.1327752	0.03507471	0.01557698	7.42E-04	8.48E-04	5.30E-04	0.01557698	0.001271591	0.02500795	4.24E-04	0.003708806	0.0450355	0.006781816	0.004238635	5.30E-04	0.009854827	0.002119318	0.008901134	0.07724913	0.0543605	0.01780227	0.001695454	5.30E-04	0.002967045	0.001059659	0.005722157	8.48E-04	0.01822613	0.1841687
Mackerel	0.04721213	0.1688742	0.03546251	5.34E-04	0.005661184	0.001602222	0.007690664	0.001281777	0	0.001602222	0.04731895	0.124012	0.03001495	0.01559496	6.41E-04	0.002563555	6.41E-04	0.01068148	0.001174963	0.01997436	5.34E-04	0.005340739	0.04464858	0.00758385	0.005233924	0.001281777	0.01185644	0.002029481	0.006836146	0.07477035	0.05949583	0.01869259	0.002029481	7.48E-04	0.002990814	0.001602222	0.006195257	8.55E-04	0.01869259	0.2060457
Mackerel	0.04366766	0.1755206	0.03102422	4.25E-04	0.007118572	0.001168721	0.007756056	7.44E-04	6.37E-04	0.001381215	0.04919252	0.119847	0.03049299	0.01583085	6.37E-04	7.44E-04	5.31E-04	0.01274968	0.00159371	0.02039949	3.19E-04	0.00478113	0.04303017	0.007437314	0.005312367	5.31E-04	0.01030599	0.002231194	0.006693583	0.07416065	0.05694858	0.01636209	0.001487463	5.31E-04	0.002656184	0.001168721	0.006056099	7.44E-04	0.01646834	0.2213132
Mackerel	0.05609678	0.1785676	0.04185847	5.35E-04	0.005673911	0.001819934	0.007279735	0.001177604	0	0.001605824	0.03832566	0.1148699	0.03307997	0.01616529	7.49E-04	0.002355208	7.49E-04	0.01402419	0.001070549	0.02505085	4.28E-04	0.005673911	0.03714806	0.005673911	0.005031581	0.001177604	0.009420833	0.002462263	0.008136174	0.08360989	0.0456054	0.01166899	0.001498769	5.35E-04	0.003318702	0.001284659	0.005780966	9.63E-04	0.01862756	0.2108982
Mackerel	0.04743672	0.1834716	0.03414167	4.25E-04	0.006913423	0.001489045	0.007019783	7.45E-04	0	8.51E-04	0.04350138	0.1570942	0.03892789	0.01606041	7.45E-04	0.002233567	9.57E-04	0.01084876	0.001382685	0.01754946	2.13E-04	0.005105297	0.03637524	0.005530738	0.004892576	0.001063603	0.01382685	0.00297809	0.007657945	0.07509041	0.03722612	0.01191236	0.001276324	5.32E-04	0.002871729	0.001489045	0.005849819	8.51E-04	0.0179749	0.1954903
Mackerel	0.05368984	0.1748663	0.04224599	5.35E-04	0.006096257	0.001604278	0.007807487	0.001176471	0	0.001497326	0.04224599	0.1224599	0.03304813	0.01454545	7.49E-04	0.002566845	6.42E-04	0.01390374	0.001283422	0.02684492	4.28E-04	0.005240642	0.03518717	0.007486631	0.005026738	0.001176471	0.01016043	0.002139037	0.007807487	0.0828877	0.04620321	0.01807487	0.001925134	6.42E-04	0.003315508	0.001283422	0.005668449	8.56E-04	0.01700535	0.1996791
Mackerel	0.04868715	0.173913	0.03539917	4.25E-04	0.005421495	0.001913469	0.007016052	0.001063038	6.38E-04	0.002019773	0.04273413	0.1340491	0.03710003	0.01552036	8.50E-04	7.44E-04	7.44E-04	0.0139258	0.00138195	0.02306793	4.25E-04	0.003933241	0.0446476	0.00584671	0.004571064	4.25E-04	0.0111619	0.003082811	0.008504305	0.0862124	0.05187626	0.01233124	0.001488253	4.25E-04	0.003189114	0.001169342	0.005740406	8.50E-04	0.01754013	0.1899649
Mackerel	0.04697197	0.179649	0.03306227	6.42E-04	0.007061845	0.001497967	0.007596833	0.001176974	0	0.001283972	0.04846993	0.134389	0.03092232	0.01637064	6.42E-04	0.002674941	8.56E-04	0.008345816	0.001390969	0.01423069	3.21E-04	0.007810828	0.05189386	0.007061845	0.004493901	0.001176974	0.01305371	0.00181896	0.005884871	0.06494757	0.0772523	0.01947357	0.001925958	6.42E-04	0.002460946	0.001176974	0.00545688	6.42E-04	0.01604965	0.1792211
Mackerel	0.05373261	0.1622597	0.03122013	3.19E-04	0.005309547	0.001699055	0.006477647	8.50E-04	6.37E-04	0.001699055	0.03780397	0.1229691	0.03217585	0.01624721	8.50E-04	6.37E-04	7.43E-04	0.01444197	0.001380482	0.02166295	3.19E-04	0.005628119	0.05585643	0.007645747	0.004884783	4.25E-04	0.00913242	0.002973346	0.007751938	0.08675799	0.07093554	0.01603483	0.001486673	6.37E-04	0.003185728	0.001274291	0.005415737	7.43E-04	0.01624721	0.1895508
Mackerel	0.05088896	0.1790695	0.03683594	4.26E-04	0.006920047	0.001809858	0.006813585	0.001064623	0	0.001171085	0.03992335	0.1410625	0.03598424	0.01650165	8.52E-04	0.002129245	8.52E-04	0.01117854	0.001384009	0.0200149	4.26E-04	0.0056425	0.04130736	0.004790802	0.004471415	9.58E-04	0.01256255	0.002555094	0.007665283	0.07974023	0.04897264	0.01096561	0.001384009	4.26E-04	0.002980943	0.001277547	0.005429575	7.45E-04	0.01756627	0.1952518
Mackerel	0.05564439	0.1625626	0.04072061	5.33E-04	0.00618271	0.00202537	0.006502505	0.001065984	7.46E-04	0.002345166	0.03805564	0.1040401	0.02920797	0.01598977	8.53E-04	7.46E-04	6.40E-04	0.0137512	0.001492378	0.02323846	4.26E-04	0.006395907	0.05713677	0.007248694	0.004263938	5.33E-04	0.01129944	0.002558363	0.006928899	0.08282699	0.07973564	0.01641616	0.001705575	4.26E-04	0.002984756	9.59E-04	0.005329922	6.40E-04	0.01492378	0.1909178
Mackerel	0.04111335	0.1812387	0.02677149	3.19E-04	0.007224052	0.001381069	0.007224052	7.44E-04	0	0.001168597	0.05651758	0.1129289	0.03165834	0.0144481	8.50E-04	0.002443429	8.50E-04	0.00807394	0.001487305	0.01221715	6.37E-04	0.005205567	0.03484543	0.006055455	0.004461914	9.56E-04	0.01891002	0.002018485	0.006586636	0.08148306	0.03856369	0.01402316	0.001487305	5.31E-04	0.002230957	0.001487305	0.006905344	6.37E-04	0.01848507	0.2458302
Mackerel	0.05466341	0.1632458	0.03435074	4.25E-04	0.007338084	0.001914283	0.007125386	9.57E-04	5.32E-04	0.001807934	0.03998724	0.1202808	0.02913964	0.01659045	8.51E-04	7.44E-04	6.38E-04	0.01361268	0.001807934	0.02382218	4.25E-04	0.005211103	0.05221738	0.006168244	0.004147612	4.25E-04	0.0106349	0.002552377	0.008295225	0.08390939	0.0659364	0.01329363	0.001382537	4.25E-04	0.003403169	0.001169839	0.005742848	8.51E-04	0.01807934	0.1958949
Mackerel	0.03655494	0.1857034	0.03471092	0.002169433	0.006074412	0.001844018	0	0.001193188	7.59E-04	0.001193188	0.04870376	0.1371081	0.04208699	0.01637922	7.59E-04	0.002277904	0.001410131	0.008135373	0.001410131	0.01366743	6.51E-04	0.005748997	0.04100228	0.005532053	0.00466428	0.001518603	0.01420978	0.003145677	0.006399826	0.09198395	0.03970062	0.009328561	0.001518603	3.25E-04	0.003254149	0.001844018	0.006074412	7.59E-04	0.01746393	0.2027335
Mackerel	0.04670478	0.1864955	0.0375364	0.002049401	0.005608888	0.002804444	0	0.001833675	0.001078632	0.002912307	0.0440082	0.1524107	0.04562615	0.01520872	0.001186496	0.002372991	0.001725812	0.008952648	0.001186496	0.01866034	6.47E-04	0.005716751	0.03969367	0.007118973	0.004638119	0.001402222	0.01046273	0.00334376	0.006579657	0.09276238	0.03581059	0.01154137	0.002265128	5.39E-04	0.004530256	0.001941538	0.004745982	6.47E-04	0.01531658	0.171934
Mackerel	0.04320461	0.1698314	0.03445701	5.33E-04	0.008960956	0.001493493	0.005867293	0.001386815	0	0.003200341	0.04533817	0.1145722	0.03040324	0.01525496	7.47E-04	0.002240239	2.13E-04	0.008960956	0.001280137	0.01920205	3.20E-04	0.006720717	0.05429913	0.005547258	0.004480478	4.27E-04	0.0150416	0.001813527	0.007040751	0.07723491	0.07488799	0.01365479	0.001386815	7.47E-04	0.002666951	9.60E-04	0.007680819	6.40E-04	0.01557499	0.2017282
Mackerel	0.04933319	0.1681665	0.03415375	0.001951643	0.006505475	0.002168492	0	0.001517944	6.51E-04	0.002168492	0.04304456	0.1224114	0.03718963	0.01507102	9.76E-04	0.002385341	0.00119267	0.008890816	0.00140952	0.01669739	7.59E-04	0.007156023	0.06353681	0.0066139	0.004445408	0.001301095	0.01908273	0.003361162	0.006722325	0.07557194	0.09465467	0.0136615	0.001734793	5.42E-04	0.003578011	0.002493766	0.006722325	7.59E-04	0.01387835	0.1575409
Mackerel	0.04524114	0.1569569	0.04321383	7.47E-04	0.006722151	0.002027315	0.005548442	0.001493811	0	0.003201024	0.04470764	0.08738796	0.02902262	0.01536492	8.54E-04	0.001920615	2.13E-04	0.006935553	8.54E-04	0.01536492	3.20E-04	0.01077678	0.0790653	0.005014938	0.003307725	4.27E-04	0.0130175	0.001600512	0.00661545	0.07255655	0.1118224	0.01195049	0.001600512	8.54E-04	0.00266752	6.40E-04	0.004481434	5.34E-04	0.01643192	0.1885403
Mackerel	0.03965317	0.1723591	0.03626943	5.29E-04	0.004546896	0.002114836	0.005604314	0.00116316	0	0.003066512	0.04155652	0.1627366	0.0430369	0.01734165	8.46E-04	0.00179761	1.06E-04	0.008882309	5.29E-04	0.01861055	3.17E-04	0.006238765	0.0488527	0.005287089	0.003700962	4.23E-04	0.01258327	0.002749286	0.008247859	0.08988051	0.04821825	0.008882309	0.00116316	8.46E-04	0.003172253	8.46E-04	0.004864122	6.34E-04	0.01723591	0.1751084
Mackerel	0.01598222	0.1790855	0.01756986	4.23E-04	0.004127858	7.41E-04	0.006879763	7.41E-04	0	0.0042337	0.06678662	0.08657917	0.03789162	0.0161939	7.41E-04	0.001799323	2.12E-04	0.005715495	7.41E-04	0.004127858	1.06E-04	0.005609653	0.02974174	0.003175275	0.003069433	7.41E-04	0.02138019	0.001481795	0.00592718	0.09832769	0.03154107	0.004974598	0.001164268	2.12E-04	0.002222693	0.001375953	0.006985605	5.29E-04	0.02296782	0.3078959
Mackerel	0.04268028	0.1765856	0.03290617	0.00358384	0.004126846	0.001846221	0	0.001194613	7.60E-04	0.001846221	0.04648132	0.1119679	0.03931364	0.01639878	8.69E-04	0.002172024	0.001520417	0.00716768	0.001086012	0.01596438	8.69E-04	0.009774109	0.06646394	0.006624674	0.004126846	0.001194613	0.01216334	0.002932233	0.006516073	0.0799305	0.07819288	0.01009991	0.001846221	4.34E-04	0.003258036	0.001303215	0.005104257	7.60E-04	0.01542137	0.1845135
Mackerel	0.01444386	0.185029	0.01686874	3.16E-04	0.004428044	9.49E-04	0.007274644	6.33E-04	0	0.004322615	0.06979441	0.08465999	0.03584607	0.01222984	8.43E-04	0.002424881	1.05E-04	0.00295203	9.49E-04	0.002319452	2.11E-04	0.00274117	0.01876647	0.004006326	0.0028466	6.33E-04	0.03321033	0.001686874	0.004955192	0.1074328	0.01159726	0.004533474	0.001159726	2.11E-04	0.002108593	0.001897733	0.01022667	3.16E-04	0.01982077	0.3252504
Mackerel	0.04913232	0.1669197	0.02744035	0.003687636	0.004989154	0.001735358	0	0.001409978	0.001301518	0.001626898	0.03741866	0.1101952	0.02809111	0.01941432	7.59E-04	0.002060738	0.001193059	0.01225597	0.001193059	0.02852495	7.59E-04	0.009978308	0.0829718	0.006724512	0.005097614	9.76E-04	0.00824295	0.003145336	0.008893709	0.06908894	0.1212581	0.01691974	0.001518438	6.51E-04	0.003579176	0.001193059	0.004121475	8.68E-04	0.01366594	0.1409978
OceanPout	0.01419424	0.1545358	0.04290288	6.40E-04	0.004589114	0.002454642	0.005229456	0.002027748	0	0.002241195	0.06403415	0.1318036	0.06851654	0.009711846	0.002134472	5.34E-04	0.001387407	0.002881537	0.001280683	0.004482391	8.54E-04	0.003094984	0.01205977	0.006723586	0.003948773	8.54E-04	0.03383138	0.001067236	0.002454642	0.1781217	0.00266809	0.002241195	0.001707577	2.13E-04	0.002561366	0.002561366	0.003628602	6.40E-04	0.01344717	0.2117396
OceanPout	0.01636905	0.1481718	0.05505952	6.38E-04	0.004039116	0.002869898	0.004676871	0.00297619	0	0.002869898	0.05080782	0.1245748	0.07047194	0.01052296	0.002763605	7.44E-04	0.001594388	0.003401361	0.001381803	0.005952381	0.001062925	0.004145408	0.01073554	0.008078231	0.004464286	0.001169218	0.02859269	0.00127551	0.003082483	0.1960034	0.003401361	0.001806973	0.001381803	2.13E-04	0.003720238	0.00297619	0.003507653	5.31E-04	0.0170068	0.19696
OceanPout	0.01080852	0.1505775	0.03560454	5.30E-04	0.005086362	0.002013352	0.005086362	0.001377556	0	0.002119318	0.05817527	0.1263113	0.06569884	0.009748861	0.001907386	5.30E-04	0.001165625	0.002861079	0.001589488	0.004238635	7.42E-04	0.002119318	0.01155028	0.005510226	0.004026703	8.48E-04	0.03401505	0.001165625	0.002437215	0.1940235	0.002543181	0.002013352	9.54E-04	2.12E-04	0.002861079	0.002649147	0.003814772	7.42E-04	0.01409346	0.2282505
OceanPout	0.0120133	0.1425507	0.04193929	8.58E-04	0.004612249	0.002467017	0.004826772	0.001608924	0	0.001823447	0.06221173	0.1280704	0.06800386	0.009868068	0.002037971	0.002037971	0.001823447	0.002467017	0.001394401	0.004075941	0.001072616	0.002788802	0.01158425	0.005470342	0.004183203	0.001179878	0.03646895	8.58E-04	0.002359755	0.2007937	0.003217848	0.002252494	0.001716186	6.44E-04	0.002788802	0.002788802	0.003539633	5.36E-04	0.01190604	0.2091601
OceanPout	0.007102724	0.1553058	0.03265133	1.06E-04	0.006996714	3.18E-04	0.006784692	5.30E-04	0	2.12E-04	0.06318244	0.1031485	0.04420651	0.007632779	9.54E-04	2.12E-04	7.42E-04	0.001696173	0.001908195	0.001802184	7.42E-04	0.007632779	0.01346337	0.006042616	0.003074314	3.18E-04	0.07134528	7.42E-04	0.001908195	0.1646348	0.002862292	0.002332238	0.001378141	1.06E-04	0.001378141	0.008162833	0.006678681	2.12E-04	0.02332238	0.2481713
OceanPout	0.02219169	0.1394906	0.06520131	0.001268097	0.002958893	0.005178062	0.004121315	0.005495086	0	0.006657508	0.03994505	0.1169819	0.06731481	0.01077882	0.002958893	0.00200782	0.001690796	0.003698616	0.001479446	0.01109585	0.002113495	0.002958893	0.0108845	0.007502906	0.004649688	6.34E-04	0.02515059	0.001268097	0.003487266	0.223185	0.002853218	0.002113495	8.45E-04	7.40E-04	0.005706436	0.002853218	0.003170242	7.40E-04	0.01352637	0.175103
OceanPout	0.01804559	0.152596	0.0638455	6.33E-04	0.00432672	0.003693542	0.003799071	0.002849304	0	0.003693542	0.04674968	0.1441537	0.08125791	0.01086957	0.003060363	9.50E-04	0.001371887	0.003588012	0.001582946	0.008547911	0.001582946	0.00443225	0.01192486	0.009708738	0.003588012	7.39E-04	0.0237442	9.50E-04	0.003482482	0.1967075	0.002427184	0.001688476	0.001160827	0	0.004643309	0.001899536	0.002638244	6.33E-04	0.01466864	0.157767
OceanPout	0.01305813	0.1462721	0.04138585	2.11E-04	0.005791912	0.002000842	0.004949452	0.001895535	0	0.003159225	0.05865628	0.1193134	0.06897641	0.006634372	0.001895535	0.00168492	0.001368997	0.001895535	0.001579612	0.004317607	5.27E-04	0.004106992	0.00968829	0.007687447	0.003159225	8.42E-04	0.03949031	8.42E-04	0.002000842	0.1834457	0.00252738	0.002000842	0.001474305	0	0.00252738	0.00294861	0.004106992	4.21E-04	0.01442713	0.2327296
OceanPout	0.01301423	0.1421639	0.03231499	0.005073343	0.01102901	0	0.006617404	0.003860152	0.002757252	0.007389434	0.06860042	0.1051064	0.0655123	0.009264365	0.002316091	0.002205801	0.001323481	0.001874931	0.002867542	0.002095511	0.001102901	0.009264365	0.01874931	0.01411713	0.005735083	0.001433771	0.06010808	0.001985221	0.001544061	0.1592589	0.004301312	0.003088122	0.005073343	0.001102901	0.001323481	0.005073343	0.008161465	0.001654351	0.02007279	0.1914635
OceanPout	0.03384304	0.1291882	0.04789746	0.007083427	0.008994828	0	0.007308298	0.00483472	0.001798966	0.005621767	0.05801664	0.07915449	0.08061615	0.009444569	0.002136272	0.001798966	0.001798966	0.003710367	0.002023836	0.002923319	0.001349224	0.01630313	0.01664043	0.02945806	0.005959074	0.002361142	0.04699798	0.002023836	0.002473578	0.1740499	0.007083427	0.003822802	0.004384979	0.001236789	0.002248707	0.005846638	0.006746121	7.87E-04	0.02327412	0.1587587
OceanPout	0.0141109	0.1364789	0.03285195	0.004960864	0.008598831	0	0.00848859	0	0.001984346	0.009150039	0.06779848	0.08212986	0.06868041	0.008268107	0.00154338	5.51E-04	0.00154338	0.002866277	0.001874104	0.002204829	7.72E-04	0.00694521	0.01300849	0.01444163	0.00385845	0.001984346	0.06482196	0.001653621	0.00154338	0.1839929	0.00385845	0.002535553	0.003748209	9.92E-04	0.001874104	0.006283761	0.008157866	3.31E-04	0.02667843	0.1984346
OceanPout	0.03888633	0.1311551	0.085711	0.01173493	0.008973769	0	0.007248044	0.007132996	0.001955821	0.002876208	0.04578923	0.09779107	0.07673723	0.01173493	0.002185918	0.001150483	0.003566498	0.005062126	0.002185918	0.003221353	0.00138058	0.02254947	0.01438104	0.02991256	0.008168431	0.002531063	0.0378509	0.003106305	0.003106305	0.1527842	0.006212609	0.003221353	0.003911643	0	0.003221353	0.008283479	0.007017948	0.002300966	0.02749655	0.1174643
OceanPout	0.03500847	0.1337098	0.06967815	0.0121965	0.009260305	0	0.006549972	0.00621118	0.001806889	0.003500847	0.04697911	0.09395822	0.07238848	0.0107284	0.003162055	0.001919819	0.003274986	0.003726708	0.002371542	0.002823264	0.001693958	0.02665161	0.01535855	0.02811971	0.007792208	0.002484472	0.03839639	0.00203275	0.003952569	0.1515528	0.006662902	0.002484472	0.003387916	0.001242236	0.002371542	0.007227555	0.008582722	0.001806889	0.0269904	0.1419537
OceanPout	0.02842141	0.125214	0.05844082	0.008674809	0.01084351	0	0.007761671	0.006620249	0.002625271	0.005022258	0.05764182	0.07590458	0.07898642	0.008674809	0.002967698	0.001826276	0.002168702	0.0051364	0.002168702	0.002739413	0.001826276	0.01415364	0.01472435	0.02408401	0.005592969	0.001940418	0.05033672	0.004679831	0.002282844	0.1834265	0.006962675	0.003994978	0.004565689	0	0.002282844	0.007875813	0.006391964	0.003424267	0.02899212	0.1406232
OceanPout	0.03200608	0.1460345	0.06759249	6.51E-04	0.01160898	0.002386894	0.009113594	5.42E-04	0	0.004882283	0.05045025	0.1778236	0.05316263	0.007703157	0.002495389	3.25E-04	6.51E-04	0.002386894	0.002820874	0.007486167	9.76E-04	0.0135619	0.01280243	0.01399588	0.004122817	3.25E-04	0.02972768	7.59E-04	0.002495389	0.145926	0.008245633	0.003037865	8.68E-04	3.25E-04	0.003688836	0.004339807	0.003580341	3.25E-04	0.01551481	0.1552566
OceanPout	0.03350797	0.129666	0.05479153	6.55E-04	0.01058721	0.002837808	0.01036892	6.55E-04	0	0.005675617	0.05719275	0.1345776	0.05981227	0.009386597	0.002946955	4.37E-04	6.55E-04	0.002510369	0.002510369	0.00960489	9.82E-04	0.01724514	0.01637197	0.01768173	0.005129884	3.27E-04	0.03667322	0.001091465	0.002401222	0.1906789	0.007967693	0.003056101	0.001309758	3.27E-04	0.004147566	0.005784763	0.003492687	2.18E-04	0.01833661	0.1383977
OceanPout	0.01833521	0.151856	0.07379078	0.00832396	0.009898763	0	0.003937008	0.003824522	0.001462317	0.005961755	0.06062992	0.11991	0.05163105	0.008661417	0.001124859	0.001124859	0.002249719	0.00303712	0.001912261	0.001462317	7.87E-04	0.0143982	0.01991001	0.01158605	0.005736783	0.003262092	0.06276715	0.001124859	0.001687289	0.1167604	0.005061867	0.004724409	0.002587177	0.001912261	0.001799775	0.008211474	0.01237345	0.001687289	0.02688414	0.167604
OceanPout	0.02917946	0.1489688	0.07711716	8.78E-04	0.01437034	0.001755156	0.009104871	6.58E-04	0	0.002632734	0.04618254	0.1814392	0.05770075	0.008446687	0.002193945	3.29E-04	5.48E-04	0.002523036	0.003071523	0.004826678	6.58E-04	0.0120667	0.01919702	0.01535761	0.006910926	3.29E-04	0.03236068	0.001426064	0.002632734	0.1494076	0.007569109	0.003400614	0.002193945	3.29E-04	0.002742431	0.00833699	0.004058798	3.29E-04	0.02435279	0.1144142
OceanPout	0.04397228	0.1294171	0.1053289	0.01147597	0.00988524	0	0.00659016	0.006362913	0.002045222	0.002158846	0.03999546	0.1073742	0.08033178	0.009998864	0.002840586	9.09E-04	0.002726963	0.005567549	0.002272469	0.004090444	0.002045222	0.01852062	0.01363481	0.02988297	0.008180889	0.002158846	0.02886036	0.004090444	0.00363595	0.1672537	0.008294512	0.003067833	0.004204068	0.002045222	0.004317691	0.006362913	0.004658562	0.002386092	0.02067947	0.09237587
