Species	c14.0	c16.0	c16.1w7	c16.2w6	c16.2w4	c16.3w6	c17.0	c16.3w4	c16.3w1	c16.4w1	c18.0	c18.1w9	c18.1w7	c18.2w6	c18.2w4	c18.3w6	c18.3w4	c18.3w3	c18.3w1	c18.4w3	c18.4w1	c20.1w11	c20.1w9	c20.1w7	c20.2w6	c20.3w6	c20.4w6	c20.3w3	c20.4w3	c20.5w3	c22.1w11	c22.1w9	c22.1w7	c22.2w6	c21.5w3	c22.4w6	c22.5w6	c22.4w3	c22.5w3	c22.6w3
Cod	0.02784837	0.1315121	0.07433291	6.35E-04	0.003600169	0.004023719	0.001905972	0.002647183	0.001270648	0.002964845	0.02901313	0.1063109	0.05813215	0.009847522	0.002011859	0.001058873	7.41E-04	0.004235493	0.001164761	0.01143583	0.001694197	0.01482423	0.06946209	0.008259212	0.003070733	4.24E-04	0.01461245	7.41E-04	0.004235493	0.1470775	0.05082592	0.006035578	0.001058873	1.06E-04	0.004447268	0.001482423	0.002964845	4.24E-04	0.01916561	0.1743964
Cod	0.03010033	0.1490385	0.1177885	6.27E-04	0.002717391	0.005434783	0.001358696	1.05E-04	0	0.004285117	0.02738294	0.118102	0.06939799	0.008570234	0.002299331	7.32E-04	7.32E-04	0.003239967	7.32E-04	0.01024247	0.001463211	0.007002508	0.0493311	0.006061873	0.002194816	3.14E-04	0.01160117	6.27E-04	0.003971572	0.1591764	0.04055184	0.005852843	0.001463211	0	0.004285117	6.27E-04	0.001881271	3.14E-04	0.01275084	0.1376463
Cod	0.02766207	0.1303001	0.07818007	8.54E-04	0.005126562	0.004165332	0.003417708	0.003951725	0	0.004912955	0.02723486	0.1232511	0.05842145	0.00982591	0.002029264	6.41E-04	0.001174837	0.003631315	9.61E-04	0.01217558	0.001068034	0.01495247	0.06557727	0.01068034	0.005126562	5.34E-04	0.01719534	0.001495247	0.003738118	0.1473887	0.03727438	0.006301399	0.001922461	1.07E-04	0.003417708	0.003951725	0.004058528	5.34E-04	0.02499199	0.1517676
Cod	0.04037332	0.1111577	0.08431208	0.001153523	0.002411913	0.007550336	0.001572987	0.005662752	6.29E-04	0.009752517	0.02202181	0.0582005	0.03387164	0.006606544	0.002307047	0.001048658	7.34E-04	0.002411913	9.44E-04	0.01111577	0.003250839	0.01006711	0.1239513	0.007864933	0.001677852	4.19E-04	0.005557886	4.19E-04	0.003670302	0.1606544	0.1081166	0.01447148	0.002831376	3.15E-04	0.005662752	2.10E-04	0.001677852	4.19E-04	0.01688339	0.1280411
Cod	0.01735746	0.1450663	0.08836524	9.47E-04	0.003471492	0.004207869	0.003892279	0.005365033	0	0.005049442	0.04407742	0.1029876	0.08457816	0.007153377	0.002945508	9.47E-04	0.001788344	0.001998738	8.42E-04	0.01188723	0.001367557	0.006522197	0.02019777	0.01051967	0.003576688	5.26E-04	0.02030297	9.47E-04	0.003997475	0.1913528	0.00767936	0.003050705	0.001262361	7.36E-04	0.003787082	0.003261098	0.004418262	3.16E-04	0.02482643	0.1584263
Cod	0.02689128	0.1373862	0.07167521	4.19E-04	0.001255624	0.004290049	0.001674166	0.001778801	0.00156953	0.002301978	0.03400649	0.1519305	0.0642461	0.008370828	0.002197342	8.37E-04	7.32E-04	0.003452966	5.23E-04	0.006592027	0.001046353	0.01621848	0.08621952	0.007115204	0.003034425	3.14E-04	0.006592027	0.001778801	0.003871508	0.1307942	0.06885006	0.008370828	0.001255624	2.09E-04	0.003766872	3.14E-04	0.00156953	3.14E-04	0.008789369	0.1274459
Cod	0.01142186	0.1454953	0.03095645	0.003629377	0.006618275	0.001280956	0.005550811	9.61E-04	0.004056362	0.00234842	0.0398164	0.1110162	0.05241247	0.007152007	0.001707942	0.001067464	0.001494449	0.00587105	0.001494449	0.01056789	9.61E-04	0.006938514	0.01366354	0.01120837	0.00469684	8.54E-04	0.03757472	0.002241674	0.003949616	0.1658839	0.003095645	0.001921435	0.001707942	3.20E-04	0.005123826	0.003736123	0.006191289	2.13E-04	0.01601196	0.2687874
Cod	0.01536984	0.1422777	0.05144626	1.07E-04	0.002348169	0.001814495	0.002348169	4.27E-04	0	3.20E-04	0.03927847	0.1419575	0.06211976	0.006083894	0.001601025	3.20E-04	7.47E-04	0.00170776	4.27E-04	0.00170776	1.07E-04	0.01569004	0.06019853	0.006617569	0.002668374	3.20E-04	0.02348169	6.40E-04	0.002348169	0.1359804	0.03500907	0.005016544	0.00106735	0	0.002348169	0.001601025	0.002348169	0	0.01430249	0.2178461
Cod	0.03314334	0.1276124	0.07557526	7.39E-04	0.002744353	0.00464429	0.002111041	0.003061009	0.001583281	0.004538738	0.0231159	0.108613	0.05119274	0.0105552	0.002111041	0.001161072	7.39E-04	0.00517205	9.50E-04	0.01372176	0.001688833	0.01593836	0.08834706	0.007705299	0.003377665	4.22E-04	0.009605235	0.001161072	0.004433186	0.1475617	0.07145873	0.008655267	0.001477729	2.11E-04	0.004433186	7.39E-04	0.002216593	4.22E-04	0.01351066	0.1435508
Cod	0.03520829	0.1417847	0.09473462	4.23E-04	0.002960457	0.004440685	0.001903151	1.06E-04	0	0.003700571	0.03119053	0.09420596	0.05550856	0.01363925	0.001903151	0.001057306	7.40E-04	0.006449567	9.52E-04	0.01882005	0.001057306	0.00888137	0.05646014	0.007189681	0.003383379	4.23E-04	0.009832946	8.46E-04	0.004863608	0.1655741	0.04884754	0.006766758	0.001374498	2.11E-04	0.004123493	7.40E-04	0.001903151	3.17E-04	0.01078452	0.1566927
Cod	0.02579827	0.1262423	0.07200254	6.34E-04	0.002748996	0.004546416	0.002114612	0.002854726	0.001163037	0.004123493	0.03087333	0.1048848	0.04779023	0.009727215	0.00169169	0.001057306	9.52E-04	0.004652146	9.52E-04	0.01099598	0.002008881	0.01289913	0.07485726	0.005920914	0.002643265	4.23E-04	0.01120744	0.001268767	0.005180799	0.1492916	0.04810742	0.007295411	0.001057306	1.06E-04	0.003700571	5.29E-04	0.002748996	4.23E-04	0.01448509	0.2000423
Cod	0.02938112	0.1389873	0.06636799	5.21E-04	0.002187956	0.00385497	0.001667014	0.001771202	0.00125026	0.002083767	0.03011044	0.1375287	0.06386747	0.009481142	0.001667014	0.001041884	8.34E-04	0.0044801	7.29E-04	0.01146072	0.001146072	0.0125026	0.05751198	0.004896854	0.002917274	4.17E-04	0.01114816	0.001562826	0.0044801	0.137737	0.04136278	0.005417795	9.38E-04	2.08E-04	0.004167535	8.34E-04	0.002500521	4.17E-04	0.01323192	0.1873307
Cod	0.03672256	0.1138824	0.08713649	8.49E-04	0.002228826	0.005943536	0.001592019	0.004563787	0	0.005412864	0.02313734	0.07620463	0.04054341	0.009764381	0.002122692	0.001273615	7.43E-04	0.004139249	8.49E-04	0.01528338	0.002122692	0.009764381	0.1109106	0.009233708	0.002441095	4.25E-04	0.007429421	7.43E-04	0.005306729	0.1343664	0.0822543	0.01252388	0.001698153	2.12E-04	0.005625133	5.31E-04	0.00254723	7.43E-04	0.01676926	0.1619614
Cod	0.02512037	0.1467448	0.07776847	4.19E-04	0.001884028	0.003977392	0.001360687	0.001988696	0.001046682	0.002198032	0.03024911	0.1413021	0.07201172	0.008373456	0.002093364	8.37E-04	7.33E-04	0.003558719	6.28E-04	0.007431442	0.00115135	0.01099016	0.05348545	0.00523341	0.002721373	4.19E-04	0.01088549	8.37E-04	0.003349382	0.1521876	0.04029726	0.005547415	8.37E-04	1.05E-04	0.003977392	7.33E-04	0.002198032	3.14E-04	0.01224618	0.1627591
Cod	0.03162569	0.1276941	0.07072457	8.66E-04	0.005956894	0.004332286	0.003682443	0.003465829	0	0.004332286	0.03303368	0.09097801	0.04917145	0.00877288	0.002057836	5.42E-04	6.50E-04	0.003899058	0.0015163	0.01267194	0.001407993	0.01115564	0.07397379	0.007906423	0.003682443	5.42E-04	0.01711253	0.001083072	0.004332286	0.1608361	0.02837648	0.005415358	0.0015163	2.17E-04	0.004440594	0.003682443	0.003899058	7.58E-04	0.03260045	0.1810896
Cod	0.02531646	0.1209916	0.09398734	6.33E-04	0.00221519	0.004219409	0.002004219	0.003059072	0	0.003375527	0.02689873	0.1197257	0.07120253	0.009915612	0.002742616	0.001265823	8.44E-04	0.004324895	8.44E-04	0.01445148	0.001793249	0.01191983	0.06244726	0.008122363	0.003164557	5.27E-04	0.01402954	7.38E-04	0.005063291	0.1563291	0.04746835	0.006118143	0.001371308	2.11E-04	0.005379747	0.001054852	0.003059072	5.27E-04	0.01518987	0.1474684
Cod	0.02360447	0.133546	0.06262626	6.38E-04	0.005847953	0.00297714	0.003934078	0.003508772	0	0.003721425	0.03880914	0.1302499	0.05911749	0.008718767	0.001913876	7.44E-04	0.001275917	0.003721425	0.00148857	0.01073897	0.001275917	0.01052632	0.05497076	0.01020734	0.004359383	5.32E-04	0.01967039	0.001275917	0.003827751	0.1435407	0.02679426	0.0056353	0.00148857	3.19E-04	0.003615098	0.003721425	0.004040404	5.32E-04	0.0245614	0.1819245
Cod	0.02764436	0.152631	0.05688974	6.40E-04	0.005763689	0.003095314	0.003308784	0.003415519	0	0.004162664	0.0366101	0.09926353	0.060412	0.006510834	0.002027965	5.34E-04	7.47E-04	0.00192123	0.001174085	0.008325328	0.001387555	0.01248799	0.05251361	0.008432063	0.002988579	4.27E-04	0.01995944	7.47E-04	0.003095314	0.1382218	0.03041947	0.005763689	0.001601025	1.07E-04	0.002881844	0.003522254	0.003735724	4.27E-04	0.03095314	0.2052514
Cod	0.02497892	0.1259486	0.09591062	6.32E-04	0.001686341	0.004005059	0.00200253	0.003478078	0	0.005059022	0.02603288	0.1304806	0.0768339	0.008853288	0.002951096	0.001370152	0.001264755	0.003583474	0.001053963	0.01507167	0.001897133	0.01349073	0.06197302	0.01633642	0.00368887	6.32E-04	0.01190978	8.43E-04	0.004848229	0.1493465	0.0510118	0.009591062	0.002318718	2.11E-04	0.005269815	0.001475548	0.002951096	5.27E-04	0.01391231	0.1165683
Cod	0.02595083	0.1247111	0.06072704	5.25E-04	0.001996218	0.003256987	0.001996218	0.00178609	9.46E-04	0.002206346	0.02469006	0.1060097	0.05137634	0.01071654	0.00178609	0.001155705	7.35E-04	0.005358269	8.41E-04	0.01239756	0.001575961	0.01723051	0.07711704	0.005778525	0.003362051	5.25E-04	0.01029628	0.001470897	0.004938012	0.1553898	0.04801429	0.006198781	7.35E-04	1.05E-04	0.004517756	4.20E-04	0.002731666	5.25E-04	0.01449884	0.2054003
Cod	0.03062313	0.1342296	0.0792787	9.60E-04	0.005548442	0.004694836	0.002454119	0.005761844	0	0.006935553	0.03211694	0.1093683	0.06263338	0.008322663	0.002240717	8.54E-04	0.001067008	0.003521127	0.001387111	0.01525822	0.001493811	0.0128041	0.06498079	0.01013658	0.003521127	4.27E-04	0.01941955	8.54E-04	0.003734528	0.1403116	0.04075971	0.006828852	0.001707213	1.07E-04	0.003414426	0.003307725	0.004801536	6.40E-04	0.0257149	0.1477806
Cod	0.006795383	0.1680509	0.0261029	0.004745982	0.01359077	0	0	0	0.001833675	0.002696581	0.05285298	0.1101284	0.05803042	0.004530256	0.002588718	0	0	0.001725812	4.31E-04	0.002265128	0.001078632	0.003775213	0.009384101	0.02362205	0.001294359	0	0.03214324	4.31E-04	0.001725812	0.1686981	0.001186496	0.001941538	0.00302017	0	0.004098803	0.003235897	0.005393161	7.55E-04	0.02524	0.2566066
Cod	0.01583927	0.1810354	0.04071436	3.19E-04	0.004252153	0.001700861	0.002338684	0.001275646	0	0.001488253	0.03306049	0.1075795	0.04911236	0.005953014	0.001275646	3.19E-04	5.32E-04	0.00138195	0.001063038	0.003189114	6.38E-04	0.007653875	0.03997023	0.004145849	0.00223238	5.32E-04	0.02530031	5.32E-04	0.002551292	0.1412778	0.01977251	0.004145849	0.001063038	0	0.002019773	0.002551292	0.004358456	3.19E-04	0.02902094	0.2594876
Cod	0.008295626	0.1647274	0.0210084	0.002908856	0.01249731	0	0	0	3.23E-04	0.005494505	0.05613014	0.1238957	0.05656109	0.004848093	0.001939237	0	9.70E-04	0.00140056	0.001292825	0.00140056	8.62E-04	0.003555268	0.01562163	0.01109675	0.003016591	8.62E-04	0.03296703	6.46E-04	0.001939237	0.1572937	0.004417151	0.00280112	0.003016591	0	0.002908856	0.002908856	0.004740358	4.31E-04	0.01928464	0.2679379
Cod	0.02144064	0.1695184	0.05101394	5.28E-04	0.00496409	0.00295733	0.002746092	0.002429235	0	0.002746092	0.03305872	0.09833122	0.05270384	0.005703422	0.001689903	4.22E-04	6.34E-04	0.001478665	0.001056189	0.005492184	0.001056189	0.008343895	0.0474229	0.005492184	0.002112379	5.28E-04	0.02323616	4.22E-04	0.002534854	0.1502957	0.02460921	0.005597803	0.001478665	0	0.002217997	0.003168568	0.004330376	4.22E-04	0.03295311	0.2248627
Cod	0.03866414	0.1211547	0.1140961	5.27E-04	0.003581964	0.006321113	0.001369574	1.05E-04	0	0.006531816	0.02243995	0.07848715	0.05299199	0.009797724	0.002107038	8.43E-04	7.37E-04	0.003687316	0.001053519	0.01474926	0.002001686	0.009165613	0.08965445	0.008533502	0.002107038	3.16E-04	0.01032448	5.27E-04	0.004214075	0.1428571	0.08554572	0.01106195	0.002317741	1.05E-04	0.004319427	8.43E-04	0.001896334	4.21E-04	0.01495997	0.1295828
Cod	0.03906079	0.1657889	0.05968839	3.29E-04	0.004827738	0.002084705	0.003291639	0.001316656	0	0.001316656	0.02578451	0.1075269	0.05573842	0.006034672	0.00164582	6.58E-04	8.78E-04	0.00164582	0.001206934	0.003840246	6.58E-04	0.04202326	0.05134957	0.01788457	0.003840246	5.49E-04	0.02073733	9.87E-04	0.002194426	0.1143296	0.0684661	0.01174018	0.004059688	2.19E-04	0.002962475	0.004498574	0.003840246	3.29E-04	0.02150538	0.1451613
Cod	0.02355575	0.1210829	0.07471754	8.53E-04	0.00511618	0.004050309	0.002877851	0.004583245	0	0.005329354	0.03346834	0.1078661	0.05904924	0.009699424	0.002025155	7.46E-04	9.59E-04	0.003091025	0.001172458	0.01193775	0.001385632	0.0115114	0.0470049	0.008313792	0.003197612	5.33E-04	0.01865274	8.53E-04	0.003943722	0.1276913	0.02089107	0.005009593	0.001172458	4.26E-04	0.003943722	0.002984438	0.004796419	6.40E-04	0.02781923	0.2370497
Cod	0.03061445	0.1268931	0.07475119	8.65E-04	0.005408914	0.004327131	0.003353527	0.004327131	0	0.005841627	0.03526612	0.1056902	0.05895716	0.008005193	0.001947209	7.57E-04	8.65E-04	0.003678061	0.001406318	0.01200779	0.001298139	0.01655128	0.06793596	0.01038511	0.004327131	5.41E-04	0.02315015	0.001514496	0.003569883	0.1464734	0.02715275	0.005300736	0.001298139	1.08E-04	0.003569883	0.004759844	0.004543488	6.49E-04	0.03028992	0.1616183
Cod	0.03889069	0.1256635	0.07117322	8.67E-04	0.005958184	0.004441556	0.003249919	0.003791572	0	0.005091539	0.0321742	0.09435597	0.04582385	0.009099773	0.001949951	7.58E-04	0.001083306	0.004224894	0.001516629	0.01419131	0.001516629	0.02469938	0.1007475	0.01050807	0.004441556	5.42E-04	0.01754956	0.001299968	0.003899903	0.1217636	0.07637309	0.0106164	0.002383274	1.08E-04	0.003791572	0.003033258	0.003791572	6.50E-04	0.02090781	0.1270718
Cod	0.006417112	0.1701604	0.01775401	0.002673797	0.01262032	0	0	0	0	0.005561497	0.06010695	0.0944385	0.05229947	0.003957219	0.001390374	0.001818182	0.001283422	0.002139037	0	8.56E-04	9.63E-04	0.004491979	0.009411765	0.01219251	0.002994652	9.63E-04	0.04	0	0.00171123	0.1820321	0.002352941	0.003743316	0.001283422	0	0.003208556	0.002673797	0.00459893	3.21E-04	0.02331551	0.2702674
Cod	0.02193167	0.1570013	0.07823703	7.38E-04	0.003584985	0.002741459	0.002214256	4.22E-04	0.002003374	0.00147617	0.03785323	0.1418178	0.07665542	0.01223113	0.002214256	0.001897933	7.38E-04	0.005166596	7.38E-04	0.01033319	8.44E-04	0.007275411	0.03490089	0.005904682	0.002636019	0.00137073	0.0165542	7.38E-04	0.003901307	0.1612189	0.01929566	0.003268663	0.00137073	0	0.003057782	0.00147617	0.002530578	5.27E-04	0.01244201	0.1606917
Cod	0.01216288	0.1673189	0.01501851	2.12E-04	0.007191962	5.29E-04	0.004653622	6.35E-04	0	0.006874669	0.04939186	0.1111581	0.0347964	0.007932311	6.35E-04	9.52E-04	2.12E-04	0.001903755	0.00179799	0.002221047	5.29E-04	0.005288207	0.02940243	0.00179799	0.002432575	6.35E-04	0.03310418	5.29E-04	0.00306716	0.1104178	0.01332628	0.002855632	9.52E-04	2.12E-04	0.001163406	0.001586462	0.006451613	3.17E-04	0.01914331	0.3411951
Cod	0.01407514	0.1666851	0.01939488	0.00210573	0.01063948	0	0	7.76E-04	0	0.004433115	0.05618974	0.1295578	0.0393439	0.001108279	0.001440762	0	0	0.003214009	0	0.002659869	0.001219107	0.005319738	0.02338468	0.005098083	7.76E-04	0	0.03324837	7.76E-04	0.002549041	0.138424	0.01119362	0.004654771	0.002659869	0	0.002327386	0.001662418	0.004876427	2.22E-04	0.01806495	0.2919206
Cod	0.02078473	0.1398727	0.08059385	3.18E-04	0.004772004	0.002651113	0.002439024	2.12E-04	0	0.001378579	0.03563097	0.1163309	0.06850477	0.009650053	0.001908802	5.30E-04	8.48E-04	0.003711559	9.54E-04	0.008271474	8.48E-04	0.00911983	0.04103924	0.006256628	0.003181336	5.30E-04	0.02163309	7.42E-04	0.00466596	0.157158	0.02078473	0.003393425	8.48E-04	0	0.003181336	0.002863203	0.003711559	4.24E-04	0.02311771	0.1971368
Cod	0.02246115	0.175644	0.03480945	0.002235469	0.01096445	0	0	0.001277411	0	0.002129019	0.03523526	0.1394507	0.0397062	0.00915478	0.002235469	0	3.19E-04	0.003832233	0	0.004790292	8.52E-04	0.006280605	0.03779008	0.003725782	2.13E-04	0	0.01426442	9.58E-04	0.003725782	0.0919736	0.03438365	0.005216095	0.001064509	5.32E-04	0.001703215	0.001703215	0.004364488	8.52E-04	0.01767085	0.288482
Cod	0.01406812	0.1468162	0.038608	0	0.008462027	0.001163529	0	0.003384811	0	8.46E-04	0.04876243	0.09540935	0.05436852	0.00793315	3.17E-04	4.23E-04	3.17E-04	0.004125238	0.002327057	0.008038925	4.23E-04	0.01068331	0.02866512	0.03056907	0.005288767	4.23E-04	0.01882801	7.40E-04	0.003702137	0.1691348	0.01438545	0.004336789	6.35E-04	0.001375079	0.005711868	0.001798181	0.003490586	4.23E-04	0.01851068	0.2455045
Cod	0.03459916	0.1387131	0.1056962	4.22E-04	0.003902954	0.005907173	0.001793249	1.05E-04	0	0.005590717	0.02552743	0.07626582	0.04736287	0.009915612	0.002109705	7.38E-04	7.38E-04	0.004113924	9.49E-04	0.01635021	0.002004219	0.008333333	0.06508439	0.005590717	0.002320675	4.22E-04	0.01350211	6.33E-04	0.004746835	0.1816456	0.04398734	0.005696203	0.001265823	0	0.00464135	6.33E-04	0.002320675	4.22E-04	0.01371308	0.1622363
Cod	0.02643172	0.156073	0.1011118	5.24E-04	0.001992868	0.003671072	0.002097755	2.10E-04	0	0.003251521	0.03377386	0.1260751	0.07646318	0.009964338	0.002517306	8.39E-04	7.34E-04	0.003566184	7.34E-04	0.010279	8.39E-04	0.006293266	0.03136144	0.008181246	0.003251521	4.20E-04	0.01846025	0.001258653	0.004195511	0.1855465	0.02129222	0.003671072	0.001258653	1.05E-04	0.003985735	0.001363541	0.002517306	3.15E-04	0.01174743	0.133627
Cod	0.0265912	0.1350918	0.06599744	8.54E-04	0.005766766	0.003844511	0.002883383	0.004164887	0	0.004698847	0.04058095	0.09878257	0.04495942	0.00758223	0.00160188	6.41E-04	6.41E-04	0.002669799	0.001388296	0.009611277	0.001174712	0.01046561	0.06941478	0.00758223	0.003096967	5.34E-04	0.02050406	7.48E-04	0.004058095	0.1419265	0.03395985	0.006621102	0.001495088	2.14E-04	0.003844511	0.004058095	0.003630927	5.34E-04	0.03353268	0.1942546
Cod	0.02270771	0.1689625	0.02970297	0	0.006134309	0.001829531	0	0.001399053	0	9.69E-04	0.04078777	0.1039604	0.03077916	0.009040034	7.53E-04	8.61E-04	9.69E-04	0.003013345	9.69E-04	0.006349548	8.61E-04	0.009685751	0.04412398	0.003551442	0.002260009	4.30E-04	0.01678864	0.001076195	0.003659062	0.1012699	0.006564787	0.005488592	0.001291433	4.30E-04	0.001506672	0.004412398	0.004950495	0.005273353	0.01851055	0.3386784
Cod	0.009768805	0.1737762	0.01443612	0	0.009334636	0	0	0	0	0	0.05003799	0.1190709	0.03744709	0.006295452	4.34E-04	7.60E-04	0.00141105	0.001302507	0.00141105	0.002713557	5.43E-04	0.004341691	0.0182351	0.005427114	0.002822099	7.60E-04	0.02995767	7.60E-04	0.003581895	0.1235211	0.003907522	0.002496472	0.001845219	3.26E-04	0.001736676	0.002170846	0.005101487	2.17E-04	0.01997178	0.344079
Cod	0.009736353	0.1805054	0.01345586	0	0.006345039	0	0	3.28E-04	0	0.001531561	0.05262006	0.1184772	0.03216278	0.006016847	5.47E-04	0.001093972	0.001203369	0.001312767	9.85E-04	0.003172519	7.66E-04	0.006892025	0.02330161	0.004266492	0.002734931	0.001640958	0.02603654	0.005141669	0.007439011	0.1150859	0.008423586	0.004922875	0.001531561	5.47E-04	0.001640958	0.002844328	0.007110819	0.008861175	0.01323706	0.3280823
Cod	0.01026201	0.1829694	0.01200873	0	0.006877729	0	0	0	0	0.001528384	0.05152838	0.1138646	0.03045852	0.006004367	8.73E-04	0.001091703	0.001310044	0.001310044	0.001091703	0.001637555	6.55E-04	0.005786026	0.02740175	0.002729258	0.001965066	4.37E-04	0.02543668	0.001091703	0.002401747	0.1086245	0.00709607	0.00371179	8.73E-04	5.46E-04	0.001200873	0.001200873	0.004803493	0	0.01255459	0.3686681
Cod	0.01544899	0.1742302	0.02188606	0	0.005578801	8.58E-04	0	7.51E-04	0	8.58E-04	0.0398026	0.1132926	0.03722777	0.006866216	7.51E-04	0.001072846	0.0013947	0.002574831	0.001072846	0.005364231	5.36E-04	0.006329793	0.02199335	0.00439867	0.002682116	5.36E-04	0.02306619	9.66E-04	0.003647677	0.1184422	0.009119193	0.002896685	0.002682116	4.29E-04	0.001823839	0.001823839	0.004935093	0.00439867	0.01716554	0.3430962
Cod	0.01911985	0.1670583	0.02798547	0.00267037	0.005981628	0	0	0.003204443	0.001281777	0.002883999	0.04806665	0.1094852	0.04208502	0.006408887	3.20E-04	0.002349925	0.001388592	0.003311258	0.001281777	0.005767998	0.001068148	0.002777184	0.01207007	0.005020295	0.003204443	8.55E-04	0.0245674	9.61E-04	0.003418073	0.138966	0.00245674	0.001815851	0.001281777	2.14E-04	0.002563555	0.001388592	0.005020295	6.41E-04	0.01132237	0.3297372
Cod	0.02461809	0.1790307	0.0251676	0	0.007253544	0.001758435	0	0.001208924	0	0	0.04385097	0.09418617	0.02901418	0.005934718	7.69E-04	8.79E-04	0.001428728	0.001978239	0.001428728	0.005055501	0.001428728	0.007363447	0.03868557	0.002857457	0.002198044	7.69E-04	0.02154083	6.59E-04	0.003077261	0.1084735	0.02824486	0.005165403	0.001538631	0	0.001538631	0.002307946	0.005055501	5.50E-04	0.01901308	0.3259699
Cod	0.02219828	0.1737069	0.02704741	0	0.007219828	0.001616379	0	0.001724138	0	0	0.04353448	0.1044181	0.03577586	0.007219828	9.70E-04	0.001293103	0.001293103	0.003232759	0.001508621	0.007219828	8.62E-04	0.004202586	0.01896552	0.003987069	0.002693966	7.54E-04	0.01971983	6.47E-04	0.003340517	0.1267241	0.009375	0.002478448	0.001616379	6.47E-04	0.002047414	0.001508621	0.004202586	6.47E-04	0.01314655	0.3424569
Cod	0.01513525	0.1631602	0.02125376	0	0.004937742	7.51E-04	0	8.59E-04	0	0	0.0406827	0.104444	0.04282954	0.00729927	8.59E-04	0.001180764	0.001610133	0.00289824	0.001502791	0.005152426	4.29E-04	0.004937742	0.0137398	0.005045084	0.003649635	0.001180764	0.02533276	9.66E-04	0.003434951	0.1382568	0.005152426	0.002254186	0.002361529	5.37E-04	0.002468871	0.002361529	0.005045084	3.22E-04	0.01416917	0.3537999
Cod	0.01925797	0.1688608	0.02752693	0	0.005440104	8.70E-04	0	9.79E-04	0	0	0.04841693	0.07431183	0.04308563	0.007724948	0.001305625	0.001414427	7.62E-04	0.004243281	0.001196823	0.007507344	5.44E-04	0.002937656	0.01153302	0.006419323	0.004243281	0.001196823	0.0258949	0.001740833	0.004352084	0.1466652	0.002393646	8.70E-04	0.003264063	4.35E-04	0.002502448	0.001414427	0.005113698	4.35E-04	0.01262104	0.3525188
Cod	0.02168962	0.1641904	0.02960633	0.002494306	0.004446372	0.002385858	0	0.002060514	0	0	0.04337924	0.1075805	0.04402993	0.007157575	0.001626722	6.51E-04	0.001084481	0.003253443	9.76E-04	0.006723783	3.25E-04	0.004121028	0.01398981	0.004554821	0.002928099	0.001084481	0.02505151	0.001301377	0.003904132	0.1321982	0.004121028	0.003361891	0.002385858	6.51E-04	0.003144995	0.002385858	0.00628999	4.34E-04	0.01626722	0.328164
